# security split manifest (sample)
cusip,part
887432334,development
887432342,development
887432359,development
88822Q103,holdout
88830M102,development
88830R101,development
888314606,development
888314705,development
88831L202,development
888705209,holdout
888705308,development
888787108,development
889478103,development
890023203,development
890110109,development
890260839,holdout
890260847,holdout
890260854,holdout
890516107,development
89055F103,holdout
89078D101,development
890930100,development
890930209,holdout
890930308,development
890930407,development
890930803,development
891092108,development
891160509,holdout
89142B107,development
89147L886,development
89151E109,holdout
89157D105,holdout
89157G884,holdout
89157W202,development
89157W301,holdout
89157W509,development
89157W608,holdout
89157W707,holdout
89157W806,development
89157W871,development
89157W889,development
89214P109,development
892231101,development
892331307,development
892356106,development
89237H209,development
892672106,development
89269P103,development
89269P202,development
89278D109,development
89278D125,development
892918103,holdout
89301B112,development
89346D107,development
893529107,development
89357L204,development
89357L303,development
893617209,development
893641100,development
89377M109,development
89377MAB5,development
893830BW8,development
89386L100,development
893870204,holdout
89400J107,development
894164102,development
89417E109,development
89421Q205,development
89422G107,development
89422GAA5,development
89422GAB3,development
89455T109,holdout
89458T106,development
89458T205,development
89458T403,development
894650100,development
89469A104,development
89472Y107,holdout
89484T104,development
89531P105,development
89532E208,development
89532M101,development
895436103,development
895970101,development
895970119,development
895970309,development
89601Y119,development
896095106,development
89612W102,development
89616X106,holdout
896215209,development
89621C105,development
896239100,development
896288107,holdout
89628W302,development
89628W401,holdout
89628W500,development
89628W609,holdout
89628W708,development
896438306,development
896438504,development
896442308,development
896522109,holdout
89656D101,development
89669L108,development
89669L207,holdout
896712205,development
89677Q107,development
89677QAB3,development
89677Y100,development
89679E300,development
89679M104,holdout
89680M101,development
89680M119,development
896818101,development
89686D105,development
89686D303,holdout
896945201,development
896945AD4,development
89785L107,development
89785X101,development
89788C104,holdout
898202106,development
89832Q109,development
898349204,development
89834G562,holdout
89834G570,development
89834G729,holdout
89834G737,development
89834G752,holdout
89834G760,development
89834G836,development
898402102,holdout
89844T109,development
89844T208,development
89846A405,development
89853L203,development
89853L302,holdout
89854H102,development
89854M101,development
89856T203,development
89856T302,development
898697206,holdout
898920103,development
89977P106,development
89977P205,development
899896104,holdout
899924104,holdout
900111204,development
90021W105,development
90041L105,holdout
90042W100,development
900450206,development
90069K112,holdout
90089L108,development
900934100,development
900934209,holdout
900934308,development
900934407,development
900934506,development
900934795,development
900934845,development
900934852,development
901109108,development
90114C107,development
90118T114,development
90137F202,development
90137F509,holdout
90137F608,development
90137F707,development
901384107,holdout
90138A103,development
90138F102,holdout
90138K101,development
90138L109,development
90138Q108,development
90138Q116,development
90138Q306,development
90139K209,development
90139K308,development
90139K407,development
90139K506,development
90139K605,development
90139K860,development
90139K878,development
90139K886,development
901476101,development
901643106,development
90177C101,development
90177C200,development
90184D100,development
90184L102,development
90187B804,development
90187BAB7,development
90213U115,holdout
90214J101,development
90214J200,holdout
90214Q105,development
90214Q527,development
90214Q535,development
90214Q550,development
90214Q576,development
90214Q584,development
90214Q675,development
90214Q683,development
90214Q691,development
90214Q717,development
90214Q725,development
90214Q733,development
90214Q766,development
90214Q774,development
902252105,development
902252AB1,development
90240B106,holdout
902494103,development
902653104,development
902673102,development
902677780,development
902681105,development
902681AB1,holdout
902685106,development
90274D374,development
90274D382,development
902788108,development
90278Q108,holdout
90290N109,development
90290T809,development
90290T866,development
90290T882,development
90291C201,development
90291W108,development
90291W116,development
902952100,development
902973304,development
903002103,development
90328M107,development
903318103,development
90337L108,holdout
903448116,development
903448207,development
90346E103,holdout
90353T100,development
90353TAJ9,development
90353TAM2,development
90353TAS9,development
90353W103,development
90354D104,holdout
90355N101,holdout
90364P105,development
903731107,development
90384S303,development
90385V107,development
90386K589,holdout
90386K639,holdout
903899102,development
90400D108,development
90400P101,development
904311107,holdout
904311206,development
90466Y103,development
90466Y202,holdout
904677200,holdout
904708104,development
90470L444,development
90470L469,holdout
90470L519,development
90470L550,development
90470L568,development
904767704,development
904767803,holdout
905400107,development
907818108,holdout
90915J103,development
909214306,development
90984P303,development
909907107,development
909911109,holdout
910047109,development
910340108,development
910571108,development
91060H108,development
910710102,development
910873405,development
911163103,development
911312106,development
911363109,development
911460103,development
911549103,development
91167Q100,development
911684108,development
911717106,development
911718104,holdout
911805307,holdout
911922102,development
912008109,holdout
91201T102,holdout
912318300,holdout
912318409,development
91232N207,development
91288V103,development
91288X109,development
912909108,holdout
912909AT5,development
912932100,development
91307C102,development
91324P102,development
913259107,holdout
91325V108,holdout
91325VAB4,development
913290102,holdout
91332U101,development
91332UAB7,development
91332UAH4,development
913456109,development
91347P105,development
913483103,development
91359E105,development
91359V107,development
91381U200,development
913821302,development
913837100,development
91388P105,holdout
913903100,development
913915104,development
915271100,development
91529Y106,development
91531W106,development
91532B200,holdout
91532F102,development
91544A109,development
91544A208,development
91678A107,holdout
91680M107,holdout
91680MAB3,development
91680MAD9,development
91680MAF4,development
91688F104,development
91688FAB0,development
91688R108,development
916896103,holdout
916931108,development
916931207,holdout
91702V101,development
917047102,development
91704F104,development
91704K202,development
91704K301,development
91705J105,development
91705J204,development
91705J303,development
91705J402,development
917313108,development
91733P107,holdout
917488108,development
918090101,development
91818X207,development
91818X306,holdout
918204108,development
91822J202,development
91822M502,development
91823B109,holdout
918284100,development
918284209,development
91829B103,development
91829F104,development
918385204,development
91851C201,holdout
91854V107,development
91854V206,development
918640202,development
91864C107,development
91879Q109,development
91879QAN9,holdout
918905209,development
91912E105,development
91913Y100,development
91916J100,development
91917A108,development
91917A207,development
91917A504,development
91917A702,holdout
919794107,holdout
920253101,development
92025Y103,development
920437100,development
92046L338,holdout
92046L353,development
92047W101,holdout
921078101,development
92107P764,holdout
92107P772,holdout
92107P780,development
921659108,development
92189F106,development
92189F114,development
92189F130,development
92189F148,development
92189F171,development
92189F205,development
92189F304,development
92189F353,holdout
92189F387,development
92189F411,development
92189F429,development
92189F437,development
92189F445,development
92189F452,development
92189F460,development
92189F486,development
92189F502,holdout
92189F528,holdout
92189F536,development
92189F585,development
92189F593,development
92189F601,development
92189F627,development
92189F635,development
92189F643,development
92189F676,holdout
92189F684,development
92189F692,development
92189F700,development
92189F726,holdout
92189F767,development
92189F775,development
92189F791,development
92189F817,development
92189F825,development
92189F833,development
92189F841,development
92189F866,development
92189F882,development
92189H102,development
92189H201,development
92189H300,holdout
92189H409,holdout
92189H607,development
92189H623,development
92189H631,development
92189H649,holdout
92189H664,development
92189H672,development
92189H698,holdout
92189H714,development
92189H730,development
92189H748,development
92189H755,development
92189H771,holdout
92189H789,development
92189H797,development
92189H805,development
92189H821,development
92189H839,holdout
92189H862,holdout
92189H870,development
92189K105,holdout
92189L103,holdout
92189Y105,development
92189Y402,development
92189Y709,development
92189Y865,development
92189Y873,development
921908844,development
921909768,development
921910683,holdout
921910691,development
921910709,development
921910725,development
921910733,development
921910816,holdout
921910840,development
921910873,development
921913869,holdout
921932505,development
921932703,development
921932778,development
921932794,development
921932828,development
921932844,holdout
921932869,development
921932885,development
921935409,development
921935508,development
921935607,development
921935706,development
921935805,development
921935870,development
921937793,development
921937819,development
921937827,development
921937835,development
921938403,development
921938502,holdout
921938601,holdout
921938825,holdout
921938841,development
921938858,development
921938874,development
921943858,development
921946406,development
921946794,development
921946810,holdout
921946885,holdout
92200B100,holdout
922020680,development
922020698,development
922020714,development
922020722,holdout
922020730,development
922020748,holdout
922020755,development
922020805,development
922021605,holdout
922031687,holdout
92203C303,development
92203J407,development
922040845,development
922040852,development
922042676,development
922042718,development
922042742,holdout
922042775,development
922042858,development
922042866,holdout
922042874,development
92204A108,development
92204A207,development
92204A306,holdout
92204A405,development
92204A504,development
92204A603,development
92204A702,development
92204A801,development
92204A876,development
92204A884,development
92206C102,development
92206C409,development
92206C565,development
92206C573,development
92206C599,development
92206C623,development
92206C649,development
92206C664,development
92206C680,development
92206C706,development
92206C714,development
92206C730,development
92206C771,development
92206C813,development
92206C847,development
92206C870,development
922107305,development
92214X106,development
92214XAB2,development
922280102,development
922280AB8,development
922280AD4,development
92240M108,development
922417100,holdout
922417AF7,development
922417AJ9,development
92242T101,holdout
92243A200,development
92243G108,development
92244V104,development
922475108,development
92259N104,development
92259N203,holdout
92259N302,development
92262D101,development
92267L108,development
92276F100,development
92277GAZ0,development
922907688,development
922907696,development
922907712,development
922907738,development
922907746,development
922908363,holdout
922908512,development
922908538,holdout
922908553,holdout
922908595,development
922908611,development
922908629,development
922908637,development
922908652,development
922908736,development
922908744,development
922908751,holdout
922908769,development
922967104,development
92332V107,development
92332W204,development
92332W303,development
92333E104,development
92333F101,holdout
92335C106,development
923372106,development
92337C203,development
92337F107,development
92337R101,development
92337U203,development
92337U302,development
92338C103,holdout
92340V107,development
92343E102,holdout
92343V104,holdout
92343X100,development
92343XAC4,development
923451108,holdout
923454102,development
92345Y106,development
92346J108,development
92346X115,development
92346X206,development
92347M100,development
923725105,development
925050106,development
92511U102,holdout
92511W108,development
92511W207,development
92512J106,development
925283103,development
92532F100,holdout
92534K107,development
92535C104,development
92535P147,development
92535P873,development
92535P881,development
92536C103,holdout
92536C202,development
92537N108,holdout
92538J106,development
92538JAB2,development
92539P101,holdout
92540K109,development
92540Q106,holdout
92540Q114,development
92552R406,development
92552V100,development
925550105,development
925550AH8,development
92556D304,development
92556H107,development
92556H206,development
92556V106,development
92556W104,development
92557A101,development
92561V109,holdout
92561V208,development
925652109,holdout
925654105,development
925815102,development
926400102,development
92645B103,development
92647N527,development
92647N535,development
92647N543,development
92647N550,development
92647N568,holdout
92647N576,development
92647N667,development
92647N691,development
92647N766,development
92647N774,development
92647N782,holdout
92647N816,development
92647N824,development
92647N832,holdout
92647N840,development
92647N865,development
92647N873,development
92647N881,development
92647P126,development
92647X749,development
92647X764,development
92647X772,holdout
92647X798,holdout
92647X806,development
92647X822,development
92647X830,development
92647X863,development
92649G108,development
92663R105,development
92671V304,development
92673K108,development
92686J106,development
92707Y108,development
927107409,development
92719V100,holdout
92719W207,development
92731L106,development
92731L304,development
92747V106,development
92747V114,holdout
92762J103,development
92763M105,development
92763W103,development
92764N102,development
927651109,development
92765F108,holdout
92766K106,development
92766K403,holdout
92790A207,development
92790A405,development
92790A504,holdout
92790A603,development
92790A751,holdout
92790A793,development
92790A801,development
92790A819,development
92790A827,development
92790A850,development
92790A868,holdout
92790C104,holdout
92790CAB0,development
927926303,development
927950105,holdout
927950113,development
927959106,development
928031103,holdout
92823T108,development
92823T207,development
928251107,development
928251206,development
928254101,development
92826C839,development
92827K301,holdout
92828Q109,development
928298108,development
928298AR9,holdout
92829B101,development
92829J104,holdout
92829J203,holdout
92835K103,holdout
92835U101,development
92835W107,development
928377100,development
92837L109,holdout
92838F101,holdout
92838F200,development
92838J111,holdout
92838U108,holdout
92838U801,development
92838X102,development
92838X805,development
92839U206,holdout
92840H400,development
92840M102,holdout
92840N100,development
92840Q301,development
92840R101,development
92846Q107,development
92847W103,holdout
92852R403,development
92852X103,development
92854B109,development
92854T100,development
92854T209,development
928563402,development
92857W308,development
92858V101,development
92859E207,holdout
92859G202,development
92859G608,development
92864M301,development
92864M400,development
92864M772,development
92864M780,development
92864M798,development
92864M822,development
92864M830,development
92864V202,development
92864V400,holdout
92864V608,development
92865J729,development
92865J737,holdout
928661107,development
928661206,development
928881101,development
92891H101,development
92891H408,development
92891H507,development
92891H606,development
92891Q119,development
92892B103,holdout
929033108,holdout
929033207,holdout
929042109,development
929089100,holdout
92912P108,development
92912T100,development
92912X101,development
92915B106,holdout
929160109,development
92918V109,development
92918V208,development
92918V307,holdout
92919F103,development
92919Y102,development
92919Y110,holdout
92921W300,holdout
92922P106,development
929236107,development
929328102,development
92932M101,development
92936U109,development
92937A102,development
92939U106,development
92939UAP1,development
92939UAR7,development
92939UAT3,development
92940WAD1,development
92941V308,holdout
92942W107,holdout
92943X104,holdout
929566107,development
92971A109,holdout
929740108,development
93042P109,holdout
93042P117,holdout
931142103,development
931427108,development
93148P102,development
93403J106,development
934423104,holdout
934550203,development
93465C106,development
93627C101,holdout
938824109,development
939653101,development
940610108,development
940923105,holdout
94106B101,development
94106L109,development
94132V105,development
941848103,holdout
94188P101,development
942622101,development
942622200,development
942749102,development
94419L101,development
94419LAF8,development
94419LAM3,development
94419LAP6,holdout
94419LAR2,holdout
946760105,development
946784105,development
947002101,development
94724R108,development
947890109,development
947913109,development
94845U105,development
948596101,development
948849104,holdout
949503106,holdout
949746101,development
949746804,development
94987B105,holdout
94987C103,development
94987D101,development
95040Q104,development
95058W100,development
950755108,development
95075A107,development
950810101,development
95082P105,development
950915108,development
95123P106,development
952845105,development
955306105,holdout
957090103,development
95758L107,development
95758L305,development
957638109,development
957664105,development
95766A101,holdout
95766B109,development
95766B117,development
95766J102,development
95766K109,development
95766M105,development
95766N103,development
95766R104,development
95766T100,development
95768B107,development
95790B109,development
95790C107,development
95790D204,development
95790K109,development
95805V108,development
958102105,development
958102AT2,development
958435109,development
958669103,development
958892101,holdout
959802109,development
960413102,development
960417103,development
960908507,development
96145D105,development
96145W103,development
961684206,development
961765104,development
961881208,development
961884202,development
96208T104,development
96209A401,development
962149100,development
962166104,development
962879102,development
963025754,development
963025804,development
963025887,development
96327X200,development
96328L205,development
96328L304,development
963320106,development
963320205,development
96524T101,development
96524V106,development
966084204,holdout
96684W100,development
96758W101,development
967590209,development
96812F102,development
96812F110,development
968223206,development
968223305,development
968235200,holdout
969136100,development
96924N100,development
96927A105,development
969457100,development
969904101,development
970646105,holdout
970646AA3,development
971378104,development
97264L100,development
97269D103,development
97382D402,development
97382D501,development
973921109,development
973921208,holdout
974155103,development
974250102,development
974637100,development
974637AB6,development
974637AF7,development
97650W108,development
97651M109,development
97717P104,development
97717PAD6,development
97717PAH7,development
97717W109,development
97717W208,development
97717W281,development
97717W307,development
97717W315,holdout
97717W323,development
97717W331,development
97717W380,development
97717W406,development
97717W422,development
97717W430,development
97717W448,development
97717W471,development
97717W505,development
97717W521,development
97717W547,development
97717W562,development
97717W570,development
97717W588,development
97717W596,development
97717W604,development
97717W703,development
97717W760,holdout
97717W778,holdout
97717W786,development
97717W794,development
97717W802,development
97717W836,development
97717W844,holdout
97717W851,development
97717W869,development
97717W877,development
97717X131,development
97717X156,development
97717X172,development
97717X198,development
97717X263,holdout
97717X271,holdout
97717X511,development
97717X552,development
97717X560,development
97717X578,holdout
97717X594,development
97717X610,development
97717X651,development
97717X669,development
97717X701,development
97717X719,development
97717X784,development
97717Y212,development
97717Y220,development
97717Y287,development
97717Y295,development
97717Y311,development
97717Y329,development
97717Y337,holdout
97717Y386,development
97717Y394,holdout
97717Y410,development
97717Y428,development
97717Y436,development
97717Y444,development
97717Y451,development
97717Y469,holdout
97717Y477,development
97717Y527,development
97717Y535,holdout
97717Y543,development
97717Y568,holdout
97717Y584,development
97717Y592,development
97717Y618,development
97717Y626,development
97717Y634,development
97717Y642,development
97717Y659,development
97717Y691,development
97717Y709,development
97717Y717,development
97717Y725,development
97717Y774,development
97717Y782,development
97717Y808,development
97717Y857,development
97720F101,holdout
97727L408,development
977852102,development
977852AB8,development
977852AD4,development
977852AP7,development
97785W106,holdout
978097103,development
980228308,holdout
980745103,holdout
981064108,development
98138H101,development
98138J206,development
98138J305,holdout
98138J404,development
98138J503,holdout
98139A105,holdout
98139AAD7,development
98139Q209,development
98139Q308,development
981419104,holdout
981475106,development
98148L738,development
98148L746,holdout
98148L753,development
98149E303,development
98149GAB6,development
981811102,development
982104101,development
98212N107,development
98262P101,holdout
98262P200,development
98311A105,development
983134107,holdout
98370X103,development
98372W202,development
983793100,development
98379L100,development
9837FR100,holdout
9837FR209,development
98386D307,holdout
98386P102,development
98389B100,development
98390R102,development
98400H102,development
98400M101,development
98400M200,development
98400T106,holdout
98400T304,development
98400U103,development
98400V101,holdout
98400V119,development
98400V200,development
984015602,holdout
984017103,holdout
98401F105,development
98417P204,development
98419E108,development
98419J206,development
98419M100,development
98420N105,development
98420P308,development
98420Q306,development
98420Q405,development
98420U802,development
98420X103,development
98420X202,holdout
98421M106,development
98421M114,development
98421MAE6,holdout
98422D105,development
98422E103,development
98422P108,development
98422T100,development
98422T209,development
98422X101,holdout
98423B108,development
98423B116,holdout
98423B306,development
98423F109,holdout
98423FAD1,development
98423J101,development
98423K405,holdout
98423X209,holdout
984241109,development
984245100,development
98459U103,development
985194109,development
985194208,development
985817105,development
98585C100,development
98585K862,development
98585L100,holdout
98585N106,holdout
98585X104,holdout
985915107,development
985915206,development
987084100,development
987184108,development
98740Y302,development
98741L101,development
98741L200,holdout
98741T104,holdout
98741Y111,development
98743K101,development
987910106,development
988498101,development
98850P109,holdout
98873N206,development
98873N305,development
98873Q100,development
98873Q209,development
988740106,holdout
98877R104,holdout
98878K108,development
98880R307,development
98887Q104,development
98888G105,development
98888G204,development
98888G808,holdout
98888T107,development
989207105,development
98923K103,development
98923T104,holdout
98936T208,holdout
98937L105,development
98937LAA3,development
98942X102,development
98943L107,holdout
98944F109,development
98945L105,development
98945L204,development
98954M101,development
98954M200,holdout
98954MAE1,development
98954MAH4,holdout
98955G103,development
98955K104,development
98955N108,development
98955N207,development
98956A105,holdout
98956P102,development
989701107,development
98973P101,development
98973P200,development
98973P309,development
98978N119,development
98978V103,development
98980A105,development
98980AAB1,development
98980B103,development
98980F104,development
98980G102,development
98980GAB8,holdout
98980L101,development
98980M109,development
98980W107,development
989817101,development
98983L108,development
98983V106,development
98985Y108,development
98986M103,development
98986X109,development
98987D201,development
98987D300,development
B38564108,development
B5950S113,development
B6S7WD106,development
B9151N105,development
C00948106,development
C00948114,development
C00948122,development
C00948205,development
C96657116,development
D18190898,development
F21107101,development
F92124100,development
G00350101,holdout
G0069D110,development
G0081J129,development
G0083D104,holdout
G0084W101,development
G0085J117,development
G00894108,holdout
G0103T105,development
G01125106,holdout
G0113G127,development
G0118C105,development
G01212102,development
G01212110,development
G0131Y100,development
G0132V105,holdout
G0132V121,development
G0136H102,development
G0136H128,holdout
G0137L102,holdout
G0137L110,development
G01490104,development
G01558108,development
G01767105,development
G0176J109,development
G0206E104,development
G0223V139,holdout
G0230C116,development
G0231P108,development
G0232F109,development
G0232F133,development
G0232G107,development
G0250X107,development
G0250X149,development
G02602103,holdout
G0260P102,holdout
G0262A103,development
G0273J101,development
G0344N107,development
G0344N123,development
G0360L134,holdout
G0360L209,development
G0369L101,development
G0370L116,development
G0371B109,development
G0375M101,development
G0378L100,holdout
G037AX101,development
G0395R106,development
G0403H108,development
G04058114,development
G0411D107,development
G0411D115,holdout
G0411D123,holdout
G0412A128,development
G041JN122,development
G041JN130,development
G0440J125,holdout
G0447T100,development
G0450A105,development
G04537109,development
G04553106,development
G04561125,development
G0457F107,holdout
G0464B107,development
G0508H110,development
G0535E106,holdout
G05384501,holdout
G0542S114,development
G0542S130,development
G0543H117,development
G0544A137,development
G0544E113,development
G0544E204,development
G0567U101,development
G0567U127,holdout
G0579E103,development
G0585R106,development
G0593M107,development
G0602B118,development
G0602B209,development
G06362126,development
G06382108,development
G06536125,development
G0692U109,development
G06973112,development
G0701G125,development
G07041109,holdout
G0704V103,holdout
G0704V202,development
G0705H103,holdout
G07064101,development
G0750C108,development
G0750N120,development
G0751N103,holdout
G0772R208,development
G0864B103,development
G0888J124,development
G0896C103,development
G09675102,development
G0R21F121,development
G0R38G104,holdout
G0R38G112,development
G0R38G120,development
G1000R127,development
G1051H101,development
G1051H127,development
G1069P137,development
G10830100,development
G1110E107,development
G1117K114,holdout
G1143H101,development
G1143H127,development
G11448100,development
G1144A105,development
G1144D125,development
G1148A119,holdout
G1149B108,development
G1149B116,development
G1151C101,development
G1152A104,development
G1153L109,holdout
G1156E102,holdout
G1169T104,development
G1170E104,development
G11728113,holdout
G11728139,holdout
G11765115,holdout
G1180K116,development
G1194L118,development
G1195N113,development
G1261Q115,development
G1263B108,development
G1263E136,development
G12729128,development
G1281K114,development
G1281K130,holdout
G1329V114,development
G1329V205,development
G1330L121,development
G13311108,development
G13311116,development
G13311132,development
G1331A108,development
G1331A116,development
G1331A124,development
G1331C104,holdout
G1355U113,development
G14492105,development
G14492121,development
G14492204,development
G1466R173,development
G1472N125,holdout
G1611B107,development
G1611B115,development
G16234109,development
G16250105,development
G16252101,development
G16258108,holdout
G1676M121,development
G16910120,development
G16962105,development
G17429104,development
G17434104,development
G1745A124,holdout
G1757E113,development
G1771C119,development
G17766109,development
G17977110,development
G1810A124,development
G1820C102,development
G1827K107,holdout
G1827P106,development
G1828A108,development
G1828E100,development
G1828R101,holdout
G1828S109,development
G1828W100,development
G1890L107,holdout
G18932106,development
G18932114,development
G1901X108,holdout
G19305120,development
G19307118,holdout
G1933S101,development
G1991X109,development
G1991X125,development
G1993F106,development
G1993R100,development
G1993R118,development
G1995D109,development
G1995D117,development
G1R59W127,development
G2004J103,development
G2007L121,development
G2007L204,development
G20080100,development
G2030P107,development
G20315100,development
G20707108,development
G20707116,development
G2086N113,development
G20873108,holdout
G2104U107,development
G21082105,development
G2110U117,development
G2124G112,holdout
G2124G120,holdout
G2124J108,development
G2125H101,development
G21307106,development
G2130T108,development
G2130T124,holdout
G2131A108,development
G2131M128,development
G2143T103,development
G2161P132,development
G2161P140,holdout
G2161P157,development
G2161Y109,development
G2161Y117,development
G21621118,holdout
G21810109,development
G2181K113,development
G2181K204,development
G2254C105,development
G2254C121,development
G2263T107,holdout
G22741121,development
G2283U100,holdout
G2283U118,development
G22845104,development
G2287A126,development
G2287A142,development
G2295P107,development
G2296A109,development
G2296A117,development
G2296A125,development
G23549101,development
G2365L119,development
G2365L127,development
G23773107,development
G2415A113,development
G2426E120,holdout
G2452S100,development
G25014120,development
G2519Y108,development
G25457105,development
G2545C104,development
G25508105,development
G2563P102,development
G25839104,development
G2584S135,development
G2588N108,holdout
G2592E102,development
G2616F101,development
G2657S103,holdout
G2659M104,development
G2662B103,development
G2662B111,development
G26745102,development
G2677P105,development
G2703G103,development
G2717B108,development
G2717C106,development
G27358103,development
G2748R106,holdout
G27617102,development
G27617110,holdout
G276AC101,development
G276AC119,holdout
G2770Y128,development
G27740102,development
G27740136,development
G2775W127,development
G2788T103,development
G2788T111,development
G27907107,development
G28302100,development
G28365107,development
G2847J104,development
G2847J120,development
G28524109,development
G2867S109,development
G2867S117,development
G2867S125,development
G28687104,development
G28687112,development
G2868C103,development
G2868C111,development
G2868C129,holdout
G2891G204,development
G29018101,development
G2907P107,holdout
G29183103,development
G29201103,holdout
G29201111,development
G2946P100,development
G2949D104,development
G2949T125,development
G2952X138,development
G2952X146,development
G2952X153,development
G29687103,development
G2R05B126,development
G2R09D110,development
G2R11M108,development
G2R63D105,holdout
G3016G103,development
G3040B104,development
G30449105,development
G3075P101,development
G30905106,development
G3090S106,development
G3104J100,development
G3104J142,development
G3106N109,development
G3106Q102,development
G3106Q110,development
G3109F103,development
G3109F111,development
G3121H103,development
G31249108,holdout
G3139J109,holdout
G3142E105,development
G3142E121,development
G3156P103,development
G31642104,development
G3198U102,development
G32030127,development
G32089107,development
G3218G117,development
G32212105,holdout
G3223R108,development
G3226F127,development
G3265R107,development
G32901103,development
G3302D103,holdout
G3302D111,development
G33033104,development
G33033120,development
G3303U112,holdout
G3312W117,development
G33147128,development
G3314G110,development
G3323L100,development
G33277131,development
G33277149,holdout
G3337S109,development
G33380109,holdout
G33856108,development
G3398L118,development
G3413G102,development
G3415K101,development
G3415K135,development
G3421J106,development
G3473K126,holdout
G35150104,development
G3580P109,development
G35947202,holdout
G3619H110,development
G3643J108,development
G3662E105,development
G36738105,development
G36816125,development
G3700S124,development
G37068106,development
G3728V109,development
G3730H106,development
G3730H122,development
G3730L107,holdout
G3730U107,development
G3730U123,holdout
G3730V105,development
G3731B108,development
G37692103,holdout
G3777K103,development
G3793T112,development
G38258128,development
G38327105,development
G3855L106,development
G38617117,development
G38617125,development
G38644103,development
G38648104,development
G38648120,development
G3864J100,holdout
G39108108,development
G3922B107,development
G3932F106,holdout
G3932F114,development
G3933N108,development
G3934N107,development
G3934N115,development
G3934N123,holdout
G3934P128,development
G3934V109,development
G3934V117,holdout
G3937F101,holdout
G3937F119,holdout
G3937M114,holdout
G3937M205,development
G39387108,development
G3959D133,development
G39637205,development
G39711109,development
G39973139,development
G3R239101,holdout
G3R23E100,development
G3R25D100,holdout
G3R25D118,development
G3R25D209,development
G3R33A205,development
G3R34K111,development
G3R39B108,development
G3R95N111,development
G3R95P108,development
G3R95P124,development
G4000K100,development
G4000K118,development
G4000K175,development
G4002F109,development
G4013A115,development
G4023C119,development
G4035N103,development
G4036C106,development
G40705108,development
G4092C107,development
G4095J109,holdout
G4095T107,development
G4124C109,development
G4124C117,development
G4149Y102,holdout
G4233B109,development
G4236L138,development
G42386105,holdout
G4253H101,holdout
G42706104,holdout
G4289N205,development
G4290D105,development
G4290F100,holdout
G4290F118,development
G4290G108,development
G4337R109,development
G43658106,holdout
G4375F108,development
G4375F116,holdout
G4388N106,development
G4405D107,development
G4411J106,development
G4411J114,development
G4412G101,development
G4444H101,development
G4444S107,development
G44525114,development
G4453R115,development
G4465R103,development
G4465R111,development
G4465R137,development
G4474Y214,holdout
G4481U106,development
G4491L104,holdout
G45139105,holdout
G45667105,development
G45806109,development
G4594M108,development
G46127109,development
G46188101,development
G4619M117,holdout
G46440114,development
G4645E105,development
G4645R114,development
G4645R122,development
G4660A103,development
G4690M101,holdout
G4701H109,holdout
G4705A100,development
G470AU126,holdout
G4740B105,development
G4760B100,development
G4760X102,development
G4766E116,development
G47724110,development
G47724300,development
G47862100,holdout
G47875102,development
G47875128,holdout
G4790S107,development
G4790S115,development
G4790S123,development
G4790U102,holdout
G4790U110,development
G4791J122,holdout
G48028123,holdout
G4802J129,development
G48047107,development
G48049103,holdout
G4804S101,development
G4804S119,holdout
G4808M100,development
G4808M118,development
G4809J106,development
G4828B118,development
G4863A108,development
G48833118,development
G49097127,development
G491BT108,development
G49219127,development
G4940T104,development
G4R103107,development
G4R12K107,development
G4R12K115,development
G4R20B107,development
G4R23P129,development
G4R52R103,development
G4R53M103,development
G5005R107,holdout
G5006S104,development
G50716110,development
G50737124,development
G50765109,development
G5084H103,development
G5084H111,development
G50871105,development
G50875205,development
G50883100,development
G5093B121,holdout
G51400128,development
G51400136,development
G51405101,holdout
G5140V112,holdout
G51413113,development
G51413121,development
G51413139,development
G51413154,development
G5146R107,development
G51502105,holdout
G5191U104,development
G5191U112,development
G5191U120,development
G5194C119,development
G5211G200,development
G5212E139,development
G52131128,development
G52131136,development
G5214E103,development
G5223X142,development
G5223X159,development
G5223X175,development
G5225N100,development
G52441105,development
G5251K129,development
G5259L129,development
G5260K102,holdout
G52694109,development
G5269C101,development
G5279F102,development
G5279F110,development
G5279N105,development
G5294K110,holdout
G5304A102,holdout
G53151109,development
G5321F100,holdout
G5331N101,holdout
G5345D123,development
G5352N113,holdout
G5353S103,holdout
G5353S129,development
G5380J100,development
G5380J118,development
G5391L102,development
G5391L110,development
G54050102,development
G54157113,holdout
G5451A103,holdout
G5451A129,development
G5479G108,development
G5480C104,development
G5480M102,development
G5480U104,development
G5480U120,development
G5490M118,development
G54950103,development
G5496W102,development
G5500B102,development
G5500B128,holdout
G5500B201,development
G5500K102,development
G5501C109,holdout
G5501C117,development
G55032125,development
G55032166,development
G55032174,development
G5509L101,development
G5509P102,development
G5510R113,development
G5557R109,development
G5568L109,holdout
G56981114,development
G56981205,development
G5698W116,development
G57019104,development
G57037106,holdout
G57037114,development
G5753U112,development
G5784H106,development
G57Y3D109,development
G5851A109,development
G5865E105,development
G5865E121,development
G5870E108,holdout
G5880S105,development
G5880S113,development
G5920M100,development
G5920M118,development
G59290109,development
G59467202,development
G5960L103,development
G59665102,development
G5966G108,development
G5S37H101,development
G5S70A112,development
G5S86M100,holdout
G5S86M126,development
G5S87A105,holdout
G5S87A121,development
G5T117128,development
